Date,Ticker,Buy Quant,Buy Price,Sell Quant,Sell Price,Px Close,Sell Quant Rolagem,Buy Quant Rolagem,Buy Price Rolagem,Sell Price Rolagem,Buy Quant Total,Sell Quant Total,Dolar Ref,Dolar Ref Last Month,Hold Pos,MtoM P&L,Gross P&L Trades,Gross P&L Rolagem,Gross P&L,Comm,Register Fee,Avg Weekly Traded Vol,Exc Fee,Net P&L
15/03/2021,WSPM21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6246,5.5302,0.0,0.0,0.0,0.0,0.0,0.0,2.84,17.099999999999998,0.0,0.0
16/03/2021,WSPM21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6191,5.5302,0.0,-0.0,0.0,0.0,0.0,0.0,2.84,17.099999999999998,0.0,0.0
17/03/2021,WSPM21,62.0,3950.27419354839,162.0,3943.1280864197497,3963.5,91.0,0.0,0.0,3953.45,62.0,253.0,5.5899,5.5302,-191.0,0.0,-34660.8736875102,-12780.607612500231,-47441.481300010426,9.45,2.84,17.099999999999998,397.35593040000003,-47848.287230410424
18/03/2021,WSPM21,0.0,0.0,0.0,0.0,3916.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5524,5.5302,-191.0,125935.37249999998,0.0,0.0,0.0,0.0,2.84,17.099999999999998,0.0,125935.37249999998
19/03/2021,WSPM21,157.0,3906.76910828025,126.0,3915.92261904762,3904.5,0.0,0.0,0.0,0.0,157.0,126.0,5.4774,5.5302,-160.0,30077.77275,14830.06050001256,0.0,14830.06050001256,8.49,2.84,17.099999999999998,246.5805576,44652.762692412565
22/03/2021,WSPM21,40.0,3932.125,80.0,3930.9375,3932.25,0.0,0.0,0.0,0.0,40.0,80.0,5.5032,5.5302,-200.0,-61085.52,-1375.8,0.0,-1375.8,3.5999999999999996,2.84,22.271428571428572,125.64614399999999,-62590.566144
23/03/2021,WSPM21,169.0,3908.1701183432,189.0,3931.52116402116,3900.0,0.0,0.0,0.0,0.0,169.0,189.0,5.481,5.5302,-220.0,88381.125,62712.91687497858,0.0,62712.91687497858,10.74,2.84,22.271428571428572,296.8390152,150786.46285977858
24/03/2021,WSPM21,101.0,3912.84900990099,181.0,3923.25552486188,3884.0,0.0,0.0,0.0,0.0,101.0,181.0,5.5902,5.5302,-300.0,49193.76,58578.30825000419,0.0,58578.30825000419,8.459999999999999,2.84,22.271428571428572,284.27440079999997,107479.3338492042
25/03/2021,WSPM21,346.0,3892.9010115606898,266.0,3877.7199248120296,3900.5,0.0,0.0,0.0,0.0,346.0,266.0,5.67,5.5302,-220.0,-70166.25,-48623.793749982775,0.0,-48623.793749982775,18.36,2.84,22.271428571428572,543.4195728000001,-119351.82332278279
26/03/2021,WSPM21,87.0,3954.2471264367796,107.0,3964.8387850467298,3964.0,0.0,0.0,0.0,0.0,87.0,107.0,5.7506,5.5302,-240.0,-200839.70500000002,13488.75112500374,0.0,13488.75112500374,5.819999999999999,2.84,22.271428571428572,168.0517176,-187524.8255925963
29/03/2021,WSPM21,16.0,3959.03125,96.0,3958.6640625,3966.5,0.0,0.0,0.0,0.0,16.0,96.0,5.7729,5.5302,-320.0,-8659.35,-9132.0061875,0.0,-9132.0061875,3.36,2.84,23.50476190476191,150.77537279999999,-17945.4915603
30/03/2021,WSPM21,308.0,3950.535714285711,245.0,3953.0867346938794,3947.75,0.0,0.0,0.0,0.0,308.0,245.0,5.7413,5.5302,-257.0,86119.5,6451.785875020886,0.0,6451.785875020886,16.59,2.84,23.50476190476191,483.73765439999994,92070.95822062089
31/03/2021,WSPM21,164.0,3974.256097560981,87.0,3971.06896551724,3970.0,0.0,0.0,0.0,0.0,164.0,87.0,5.6416,5.5302,-180.0,-80650.198,-8532.920000013739,0.0,-8532.920000013739,7.529999999999999,2.84,23.50476190476191,257.5745952,-89448.22259521374
01/04/2021,WSPM21,85.0,3990.491176470589,125.0,4003.88,4015.5,0.0,0.0,0.0,0.0,85.0,125.0,5.705,5.6973,-220.0,-116809.875,9602.228124999358,0.0,9602.228124999358,6.3,2.84,23.50476190476191,202.25415,-107416.20102500064
05/04/2021,WSPM21,119.0,4057.79411764706,459.0,4062.2401960784296,4073.0,0.0,0.0,0.0,0.0,119.0,459.0,5.6683,5.6973,-560.0,-179259.98750000002,-44343.81943751363,0.0,-44343.81943751363,17.34,2.84,23.50476190476191,742.6772388,-224363.82417631365
06/04/2021,WSPM21,88.0,4067.76988636364,48.0,4065.3333333333294,4072.0,0.0,0.0,0.0,0.0,88.0,48.0,5.5968,5.6973,-520.0,7835.52,731.081999992721,0.0,731.081999992721,4.08,3.07,,153.9182568,8408.603743192722
07/04/2021,WSPM21,0.0,0.0,30.0,4076.0833333333294,4075.0,0.0,0.0,0.0,0.0,0.0,30.0,5.6267,5.6973,-550.0,-21944.129999999997,457.1693749983368,0.0,457.1693749983368,0.8999999999999999,3.07,,52.472133,-21540.332758001663
08/04/2021,WSPM21,35.0,4088.35714285714,75.0,4097.51333333333,4103.0,0.0,0.0,0.0,0.0,35.0,75.0,5.5696,5.6973,-590.0,-214429.6,1406.3239999976129,0.0,1406.3239999976129,3.3,3.07,,131.18033250000002,-213157.75633250238
09/04/2021,WSPM21,40.0,4098.375,40.0,4093.75,4117.25,0.0,0.0,0.0,0.0,40.0,40.0,5.6742,5.6973,-590.0,-119264.59125,-2624.3175,0.0,-2624.3175,2.4,3.07,,69.962844,-121961.27159399999
12/04/2021,WSPM21,30.0,4124.266666666671,20.0,4124.0,4126.5,0.0,0.0,0.0,0.0,30.0,20.0,5.7328,5.6973,-580.0,-78216.89,243.64399999814904,0.0,243.64399999814904,1.5,2.84,15.704761904761902,48.540996,-78023.28699600184
13/04/2021,WSPM21,18.0,4137.13888888889,78.0,4136.9262820512795,4133.0,0.0,0.0,0.0,0.0,18.0,78.0,5.6972,5.6973,-640.0,-53696.10999999999,3300.8152499969688,0.0,3300.8152499969688,2.88,2.84,15.704761904761902,126.20658960000002,-50524.381339603024
14/04/2021,WSPM21,0.0,0.0,0.0,0.0,4126.5,0.0,0.0,0.0,0.0,0.0,0.0,5.6815,5.6973,-640.0,59087.6,0.0,0.0,0.0,0.0,2.84,15.704761904761902,0.0,59087.6
15/04/2021,WSPM21,100.0,4154.25,108.0,4157.6712962963,4167.75,0.0,0.0,0.0,0.0,100.0,108.0,5.6134,5.6973,-648.0,-370484.4,3669.7602500058715,0.0,3669.7602500058715,6.24,2.84,15.704761904761902,174.74758559999998,-366995.62733559415
16/04/2021,WSPM21,22.0,4178.68181818182,152.0,4179.70723684211,4176.25,0.0,0.0,0.0,0.0,22.0,152.0,5.5846,5.6973,-778.0,-76899.942,6589.828000010463,0.0,6589.828000010463,5.22,2.84,15.704761904761902,245.9410464,-70561.27504638954
19/04/2021,WSPM21,0.0,0.0,0.0,0.0,4160.5,0.0,0.0,0.0,0.0,0.0,0.0,5.5539,5.6973,-778.0,170136.78412499998,0.0,0.0,0.0,0.0,2.84,11.20952380952381,0.0,170136.78412499998
20/04/2021,WSPM21,0.0,0.0,20.0,4127.5,4125.0,0.0,0.0,0.0,0.0,0.0,20.0,5.5565,5.6973,-798.0,383662.43374999997,694.5625,0.0,694.5625,0.6,2.84,11.20952380952381,32.360664,384324.035586
22/04/2021,WSPM21,154.0,4149.70292207792,234.0,4161.204059829061,4134.5,0.0,0.0,0.0,0.0,154.0,234.0,5.4661,5.6973,-878.0,-103596.26024999999,53396.96437500847,0.0,53396.96437500847,11.639999999999999,2.84,11.20952380952381,378.61976880000003,-50589.55564379152
23/04/2021,WSPM21,47.0,4158.14893617021,7.0,4151.0,4171.5,0.0,0.0,0.0,0.0,47.0,7.0,5.4949,5.6973,-838.0,-446268.30350000004,6648.829000001974,0.0,6648.829000001974,1.6199999999999999,2.84,11.20952380952381,76.0475604,-439697.14206039807
26/04/2021,WSPM21,140.0,4180.571428571428,42.0,4182.82738095238,4185.0,0.0,0.0,0.0,0.0,140.0,42.0,5.4618,5.6973,-740.0,-154473.3585,7219.816874999603,0.0,7219.816874999603,5.46,3.07,9.852380952380953,244.869954,-147503.87157900038
27/04/2021,WSPM21,80.0,4181.5,160.0,4181.1609375,4179.0,0.0,0.0,0.0,0.0,80.0,160.0,5.4529999999999985,5.6973,-820.0,60528.29999999998,1986.9368749996027,0.0,1986.9368749996027,7.199999999999999,3.07,9.852380952380953,279.851376,62228.185498999585
28/04/2021,WSPM21,20.0,4186.5,60.0,4183.2916666666715,4189.5,0.0,0.0,0.0,0.0,20.0,60.0,5.3716,5.6973,-860.0,-115623.69,-4196.562499996092,0.0,-4196.562499996092,2.4,3.07,9.852380952380953,104.944266,-119927.59676599609
29/04/2021,WSPM21,60.0,4209.1666666666715,20.0,4187.25,4205.0,0.0,0.0,0.0,0.0,60.0,20.0,5.3546,5.6973,-820.0,-178442.04499999998,-8098.832500003896,0.0,-8098.832500003896,2.4,3.07,9.852380952380953,104.944266,-186648.22176600387
30/04/2021,WSPM21,21.0,4179.5833333333285,21.0,4187.154761904761,4185.25,0.0,0.0,0.0,0.0,21.0,21.0,5.4102,5.6973,-820.0,219045.47249999997,2150.554500000996,0.0,2150.554500000996,1.26,3.07,9.852380952380953,36.730493100000004,221158.03650690094
03/05/2021,WSPM21,21.0,4199.0833333333285,41.0,4196.493902439021,4185.75,0.0,0.0,0.0,0.0,21.0,41.0,5.4069,5.4036,-840.0,-5542.0725,2169.518624999742,0.0,2169.518624999742,1.8599999999999999,3.07,7.1642857142857155,68.0151132,-3442.4289882002586
04/05/2021,WSPM21,23.0,4134.61956521739,73.0,4152.07191780822,4162.0,0.0,0.0,0.0,0.0,23.0,73.0,5.4322,5.4036,-890.0,270930.975,-1290.1474999988636,0.0,-1290.1474999988636,2.88,3.07,7.1642857142857155,121.1000796,269516.8474204011
05/05/2021,WSPM21,42.0,4177.2380952381,62.0,4173.842741935479,4162.0,0.0,0.0,0.0,0.0,42.0,62.0,5.3623,5.4036,-910.0,0.0,1263.4919374935869,0.0,1263.4919374935869,3.12,3.07,7.1642857142857155,102.85212240000001,1157.5198150935869
06/05/2021,WSPM21,30.0,4167.3333333333285,45.0,4171.11111111111,4202.0,0.0,0.0,0.0,0.0,30.0,45.0,5.2816,5.4036,-925.0,-480625.60000000003,-4621.399999998499,0.0,-4621.399999998499,2.25,3.07,7.1642857142857155,74.650734,-485323.90073399857
07/05/2021,WSPM21,92.0,4232.58423913044,71.0,4224.09507042254,4232.0,0.0,0.0,0.0,0.0,92.0,71.0,5.2238,5.4036,-904.0,-362401.125,-8031.592500002613,0.0,-8031.592500002613,4.89,3.07,7.1642857142857155,152.61927839999998,-370590.2267784026
10/05/2021,WSPM21,44.0,4208.02272727273,20.0,4182.25,4180.0,0.0,0.0,0.0,0.0,44.0,20.0,5.2396,5.4036,-880.0,615757.792,-15561.61200000143,0.0,-15561.61200000143,1.92,3.07,5.485714285714285,72.9918288,600121.2681711985
11/05/2021,WSPM21,199.0,4133.73115577889,279.0,4132.75089605735,4146.25,0.0,0.0,0.0,0.0,199.0,279.0,5.2367,5.4036,-960.0,388824.975,-16691.98124998102,0.0,-16691.98124998102,14.34,3.07,5.485714285714285,462.83455080000005,371655.81919921894
12/05/2021,WSPM21,92.0,4093.1413043478296,272.0,4109.04227941176,4055.5,0.0,0.0,0.0,0.0,92.0,272.0,5.2835,5.4036,-1140.0,1150746.3,146623.7293749799,0.0,146623.7293749799,10.92,3.07,5.485714285714285,451.22221440000004,1296907.88716058
13/05/2021,WSPM21,72.0,4092.1111111111104,132.0,4104.97727272727,4112.0,0.0,0.0,0.0,0.0,72.0,132.0,5.3017,5.4036,-1200.0,-853706.2425,6693.396249996335,0.0,6693.396249996335,6.12,3.07,5.485714285714285,218.9754864,-847237.9417364036
14/05/2021,WSPM21,0.0,0.0,0.0,0.0,4175.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2696,5.4036,-1200.0,-995954.3999999999,0.0,0.0,0.0,0.0,3.07,5.485714285714285,0.0,-995954.3999999999
17/05/2021,WSPM21,35.0,4161.70714285714,23.0,4161.32608695652,4163.75,0.0,0.0,0.0,0.0,35.0,23.0,5.2588,5.4036,-1188.0,177484.5,207.06525000090875,0.0,207.06525000090875,1.74,3.07,7.328571428571427,58.061682,177631.76356800093
18/05/2021,WSPM21,170.0,4132.7,130.0,4144.48461538462,4117.25,0.0,0.0,0.0,0.0,170.0,130.0,5.2585,5.4036,-1148.0,726225.1425,12015.67250000856,0.0,12015.67250000856,9.0,3.07,7.328571428571427,282.01388399999996,737949.8011160085
19/05/2021,WSPM21,338.0,4078.42899408284,130.0,4086.05,4108.25,0.0,0.0,0.0,0.0,338.0,130.0,5.3095,5.4036,-940.0,137144.385,95484.7206250021,0.0,95484.7206250021,14.04,3.07,7.328571428571427,560.7099575999999,232054.35566740212
20/05/2021,WSPM21,133.0,4149.84210526316,73.0,4145.5582191780795,4156.5,0.0,0.0,0.0,0.0,133.0,73.0,5.2845,5.4036,-880.0,-599196.24375,1146.0759374933916,0.0,1146.0759374933916,6.18,3.07,7.328571428571427,220.63439160000001,-598276.9822041068
